source,date,year,location_name,lat,lng,count,notes
eBird,2018-04-21 12:30,2018,Twin Arches Loop Trail - Scott County,36.5418602,-84.7356606,1,eBird observation
eBird,2018-04-26 06:35,2018,Great Smoky Mt. NP--Fighting Creek Gap Road,35.6783288,-83.560619,1,eBird observation
eBird,2018-04-27 07:30,2018,Great Smoky Mountains NP--Little River Trail,35.652383,-83.5696209,1,eBird observation
eBird,2018-04-28 09:10,2018,Polk Co. FS Rd. 77 mile 6.1,35.1422256,-84.6194622,1,eBird observation
eBird,2018-04-30 11:15,2018,Lynn Camp Prong Trail,35.5977778,-83.615,1,eBird observation
eBird,2018-05-03 09:00,2018,The cabin,35.739746,-83.693378,1,eBird observation
eBird,2018-05-04 17:15,2018,Big Bald,35.99389,-82.48373,2,eBird observation
eBird,2018-05-05 16:55,2018,Great Smoky Mountains NP (TN) (consider using more specific location),35.6100043,-83.5068397,1,eBird observation
eBird,2018-05-06 19:37,2018,TN Rock Creek Rd,36.1191569,-82.3664761,1,eBird observation
eBird,2018-05-11 09:20,2018,Great Smoky Mountains NP--Newfound Gap (probably not TN),35.6111036,-83.4245147,2,eBird observation
eBird,2018-05-12 13:00,2018,"Appalachian Trail, Blount County Line To Siler's Bald",35.5654389,-83.571438,1,eBird observation
eBird,2018-05-14 11:28,2018,Cherokee NF--Carver's Gap,36.107248,-82.1105369,1,eBird observation
eBird,2018-05-27 07:50,2018,US-TN-Eidson- Highway 70 N - 36.5004x-83.0283,36.500441,-83.028337,1,eBird observation
eBird,2018-06-02 12:03,2018,"Hinch Road, Crossville",35.8004695,-84.9887873,1,eBird observation
eBird,2018-06-16 07:04,2018,Granny Lewis Creek Road,36.044989,-82.440647,1,eBird observation
eBird,2018-06-30 16:00,2018,Bluff Mountain,35.8125235,-83.671875,1,eBird observation
eBird,2018-07-08 05:45,2018,Del Rio,35.9198,-83.02567,1,eBird observation
eBird,2018-07-10 08:55,2018,Cherokee NF--Pond Mountain Wilderness,36.2831384,-82.0872567,1,eBird observation
eBird,2018-08-09 10:00,2018,Savage Bluffs Private,35.422385,-85.6603575,1,eBird observation
eBird,2018-09-14 12:35,2018,Camp Tom Howard Rd,36.540651,-81.99335,1,eBird observation
eBird,2018-09-20 16:30,2018,Big Bald Raptor Blind,35.9958678,-82.4836135,1,eBird observation
eBird,2018-09-29 06:02,2018,Cherokee NF--Roan Creek,36.3756685,-81.9382238,1,eBird observation
eBird,2018-10-07 10:15,2018,Great Smoky Mt. NP--Mt. Cammerer,35.7635175,-83.1614458,1,eBird observation
eBird,2018-10-12 09:11,2018,Great Smoky Mountains NP--Sugarlands,35.6929075,-83.5369706,1,eBird observation
eBird,2018-10-22,2018,Cumberland Mountain SP,35.8988818,-84.9989956,1,eBird observation
eBird,2018-11-20 09:10,2018,Great Smoky Mountains NP--Sugarlands Visitors Center,35.6854483,-83.5370003,2,eBird observation
eBird,2019-02-18 09:00,2019,"Sevierville, TN",35.9610566,-83.5417879,4,eBird observation
eBird,2019-03-22 16:14,2019,Yard List - Piney Grove Road,36.217317,-82.225083,1,eBird observation
eBird,2019-03-27 15:00,2019,Great Smoky Mountains NP--Gregory Bald Trail (TN),35.5312909,-83.8786645,1,eBird observation
eBird,2019-04-03 18:30,2019,Great Smoky Mountains NP--Kuwohi (TN) (formerly Clingman’s Dome),35.563225,-83.4983621,1,eBird observation
eBird,2019-04-04 08:38,2019,"Catoosa Rd, Rockwood US-TN (36.0131,-84.6953)",36.013105,-84.695303,1,eBird observation
eBird,2019-04-05 14:16,2019,Great Smoky Mountains NP--Sugarlands Visitors Center,35.6854483,-83.5370003,1,eBird observation
eBird,2019-04-06 08:51,2019,Cherokee NF--Big Creek Rd.--Flatwoods Rd. to Little Oak Campground,36.5014694,-82.0587004,1,eBird observation
eBird,2019-04-09 13:00,2019,Buffalo Mountain,36.2506695,-82.3694506,1,eBird observation
eBird,2019-04-10 08:20,2019,Injun Creek,35.7257146,-83.405596,1,eBird observation
eBird,2019-04-15 12:20,2019,Old Settlers Trail,35.720833,-83.375916,1,eBird observation
eBird,2019-04-16 08:35,2019,Cherokee NF--Dry Creek Rd.,36.2354923,-82.3927005,2,eBird observation
eBird,2019-04-18 11:15,2019,Sugarland Mtn. Trail - Lower section,35.671787,-83.580186,1,eBird observation
eBird,2019-04-27 06:57,2019,"5983 Tennessee 66, Sneedville, Tennessee, US (36.496, -83.146)",36.4956806,-83.1464382,2,eBird observation
eBird,2019-05-04,2019,AT hammock spot 2nd night,36.53343,-81.96074,,eBird observation
eBird,2019-05-06 13:45,2019,Doe Mountain Recreation Area,36.456459,-81.843241,1,eBird observation
eBird,2019-05-07 08:30,2019,*Little Biscuit Mini Farm,36.2688088,-82.3749518,1,eBird observation
eBird,2019-05-09 15:10,2019,North Cumberland WMA--Royal Blue Unit,36.3215164,-84.3240949,1,eBird observation
eBird,2019-05-12 11:00,2019,Great Smoky Mountains NP--Little Greenbrier Trail,35.6994284,-83.6277134,1,eBird observation
eBird,2019-05-14 06:40,2019,Great Smoky Mountains NP--Kuwohi (TN) (formerly Clingman’s Dome),35.563225,-83.4983621,1,eBird observation
eBird,2019-05-18 06:15,2019,Bluff Mountain,35.8125235,-83.671875,1,eBird observation
eBird,2019-05-20 08:00,2019,Cherokee NF--Panhandle Rd.,36.4475369,-82.0906222,1,eBird observation
eBird,2019-05-21 08:45,2019,Cherokee National Forest--Panhandle Rd. Holston Mtn.,36.4423262,-82.0868397,1,eBird observation
eBird,2019-05-23 15:00,2019,Great Smoky Mountains Natl Park Rich Mtn Trail,35.5984462,-84.4672139,1,eBird observation
eBird,2019-05-25 08:20,2019,US-TN-Bluff City-Cherokee National Forest - 36.4605x-82.0889,36.46048,-82.088876,1,eBird observation
eBird,2019-05-30 14:18,2019,"Brushy Mountain Trail, Gatlinburg, Tennessee, US (35.677, -83.413)",35.6769738,-83.4126721,1,eBird observation
eBird,2019-06-01 09:30,2019,Great Smoky Mountains NP--Walker Sisters Home,35.6940053,-83.6302171,1,eBird observation
eBird,2019-06-04 09:20,2019,NC19Crockett32.A3.GWGG1 - oversample,36.2530556,-82.1266667,1,eBird observation
eBird,2019-06-19 10:28,2019,"Cherohala Skyway, Turkey Creek Overlook",35.366389,-84.131111,6,eBird observation
eBird,2019-06-21 11:04,2019,North Cumberland WMA--Royal Blue Unit,36.3215164,-84.3240949,4,eBird observation
eBird,2019-06-22 15:00,2019,Great Smoky Mountains NP--Kuwohi (TN) (formerly Clingman’s Dome),35.563225,-83.4983621,1,eBird observation
eBird,2019-06-23 08:30,2019,Camp Creek Bald,36.031872,-82.705197,4,eBird observation
eBird,2019-06-25 15:21,2019,"Brushy Mountain Trail, Gatlinburg, Tennessee, US (35.673, -83.421)",35.6731592,-83.421102,1,eBird observation
eBird,2019-07-27 12:21,2019,Cherokee NF--Unaka Mountain Rd.,36.13107,-82.30814,1,eBird observation
eBird,2019-08-17 06:30,2019,"Great Smoky Mountains National Park, Gatlinburg US-TN (35.5960,-83.4603)",35.596034,-83.460325,3,eBird observation
eBird,2019-09-14 18:02,2019,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,1,eBird observation
eBird,2019-09-18 17:00,2019,Little River Rd (Elkmont Rd),35.666225,-83.599242,1,eBird observation
eBird,2019-09-20 08:50,2019,Great Smoky Mountains NP--Kuwohi (TN) (formerly Clingman’s Dome),35.563225,-83.4983621,8,eBird observation
eBird,2019-09-26 07:45,2019,Cherokee NF--Unaka Mountain,36.1340402,-82.3095525,1,eBird observation
eBird,2019-09-28 08:30,2019,Cherokee NF--Unaka Mountain,36.1340402,-82.3095525,1,eBird observation
eBird,2019-09-29 09:11,2019,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,1,eBird observation
eBird,2019-10-04 13:27,2019,"Great Smoky Mountains National Park, Cherokee US-NC (35.6136,-83.4197)",35.613595,-83.419712,2,eBird observation
eBird,2019-10-05 16:15,2019,Yard List - Piney Grove Road,36.217317,-82.225083,1,eBird observation
eBird,2019-10-20 15:00,2019,Great Smoky Mountains NP--Clingman's Dome Rd./US-441 Intersection,35.6109395,-83.4278813,1,eBird observation
eBird,2019-10-21 17:00,2019,loyston point bike trail,36.2799915,-83.9673616,1,eBird observation
eBird,2019-10-29 09:00,2019,Great Smoky Mountains NP--Kuwohi (TN) (formerly Clingman’s Dome),35.563225,-83.4983621,2,eBird observation
eBird,2019-12-14 07:31,2019,Cherokee NF--Panhandle Rd.,36.4475369,-82.0906222,1,eBird observation
eBird,2019-12-30 15:30,2019,GSMNP- Lumber Ridge trail,35.6483818,-83.6810259,1,eBird observation
eBird,2020-03-26 15:00,2020,Cherokee NF--Pinnacle Mountain Tower Trail,36.2145307,-82.3585979,1,eBird observation
eBird,2020-04-02 10:30,2020,Polk Co. Confederate Camp,35.14767,-84.61718,1,eBird observation
eBird,2020-04-05 09:30,2020,Polk Co. FS Rd. 77 mile 8.7,35.1702391,-84.592338,1,eBird observation
eBird,2020-04-06 13:30,2020,"Bald River Road, Tellico Plains, Tennessee, US (35.288, -84.19)",35.2883216,-84.189535,1,eBird observation
eBird,2020-04-09 08:15,2020,Yard List - Piney Grove Road,36.217317,-82.225083,1,eBird observation
eBird,2020-04-19 15:45,2020,Cherokee NF--Big Creek Rd.--Flatwoods Rd. to Little Oak Campground,36.5014694,-82.0587004,1,eBird observation
eBird,2020-04-25 08:00,2020,Bluff Mountain,35.8125235,-83.671875,1,eBird observation
eBird,2020-05-01 06:52,2020,Cherokee NF--Pond Mountain Wilderness,36.2831384,-82.0872567,1,eBird observation
eBird,2020-05-04 06:20,2020,US-TN-Eidson- Highway 70 N - 36.5004x-83.0283,36.500441,-83.028337,1,eBird observation
eBird,2020-05-05 06:10,2020,Martha Sundquist SF,35.8029144,-83.025374,1,eBird observation
eBird,2020-05-07 07:10,2020,Fork Mountain,36.1603242,-84.4352873,1,eBird observation
eBird,2020-05-10 08:20,2020,North Cumberland WMA--Royal Blue Unit,36.3215164,-84.3240949,1,eBird observation
eBird,2020-05-12 10:06,2020,"May 12, 2020 10:07 AM
35.636, -83.937",35.6359324,-83.9371647,1,eBird observation
eBird,2020-05-15 14:00,2020,Bote Mt/West Prong,35.6229467,-83.7099496,1,eBird observation
eBird,2020-05-18 06:47,2020,North Cumberland WMA--Royal Blue Unit,36.3215164,-84.3240949,1,eBird observation
eBird,2020-05-23 09:25,2020,Cherohala Skyway--Brushy Ridge,35.3526324,-84.0767031,1,eBird observation
eBird,2020-05-30 08:37,2020,North Cumberland WMA--Royal Blue Unit,36.3215164,-84.3240949,1,eBird observation
eBird,2020-06-02 14:15,2020,Along Jump Off Trail,35.620067,-83.406476,1,eBird observation
eBird,2020-06-05 07:30,2020,Great Smoky Mountains NP--Walker Sisters Home,35.6940053,-83.6302171,1,eBird observation
eBird,2020-06-06 20:44,2020,"562 Garrison Hollow Rd, Elizabethton US-TN 36.33723, -82.16852",36.337232,-82.168515,1,eBird observation
eBird,2020-06-08 10:45,2020,Polk Co. FS Roads 66  and  68,35.1013,-84.39787,1,eBird observation
eBird,2020-06-13 11:14,2020,Cherokee NF--Carver's Gap,36.107248,-82.1105369,1,eBird observation
eBird,2020-06-14 13:57,2020,Blackberry Blossom Campground,36.2034384,-82.2578791,1,eBird observation
eBird,2020-07-03 09:30,2020,"Tellico Lake, Vonore US-TN 35.59719, -84.25620",35.597186,-84.256198,1,eBird observation
eBird,2020-07-14 09:30,2020,Great Smoky Mountains NP--Chimneys Picnic Area,35.6367033,-83.4890767,1,eBird observation
eBird,2020-07-27 10:09,2020,"37886, Walland US-TN 35.68915, -83.87729",35.689147,-83.877287,1,eBird observation
eBird,2020-08-02 14:31,2020,"Frozen Head State Park, Wartburg US-TN 36.14699, -84.53289",36.146989,-84.532889,3,eBird observation
eBird,2020-08-08 09:55,2020,GSMNP- Ace Gap trail,35.6562003,-83.8190294,1,eBird observation
eBird,2020-09-04 06:56,2020,"Seven Islands State Birding Park, Kodak US-TN 35.95353, -83.68736",35.95353,-83.68736,1,eBird observation
eBird,2020-09-20 18:51,2020,Kyker Bottoms Refuge,35.6062971,-84.1150428,1,eBird observation
eBird,2020-10-08 08:12,2020,Great Smoky Mountains NP--Rich Mountain Rd.,35.6245064,-83.8213712,1,eBird observation
eBird,2020-10-13 09:00,2020,Roan Mountain SP--Cabins,36.1667376,-82.093004,1,eBird observation
eBird,2020-10-20 10:26,2020,Great Smoky Mountains NP--Alum Cave Trail,35.6387158,-83.4459478,1,eBird observation
eBird,2020-11-08 08:37,2020,Yard List - Piney Grove Road,36.217317,-82.225083,1,eBird observation
eBird,2021-01-06 10:57,2021,"Little River Trail, Gatlinburg, Tennessee, US (35.639, -83.551)",35.6386811,-83.5513325,1,eBird observation
eBird,2021-01-24 10:30,2021,Cross Mountain (Johnson Co.),36.4811833,-81.9596406,2,eBird observation
eBird,2021-02-12 17:06,2021,"Buffalo Mountain Park, Johnson City US-TN 36.26824, -82.34819",36.268242,-82.348191,1,eBird observation
eBird,2021-02-28 12:07,2021,Yard List - Piney Grove Road,36.217317,-82.225083,1,eBird observation
eBird,2021-03-15 07:56,2021,"Great Smoky Mountains NP--Clingmans Dome Trail (Sevier Co, TN)",35.5999263,-83.4563147,1,eBird observation
eBird,2021-03-18 15:29,2021,"Buffalo Mountain Park, Johnson City US-TN 36.26577, -82.35391",36.26577,-82.353913,1,eBird observation
eBird,2021-04-05 07:05,2021,"Riggs Chapel Rd, Harriman US-TN 35.92672, -84.55215",35.926721,-84.55215,1,eBird observation
eBird,2021-04-09 06:50,2021,"Cherokee National Forest, Reliance US-TN (35.1081,-84.4515)",35.108089,-84.451537,4,eBird observation
eBird,2021-04-14 07:06,2021,Great Smoky Mountains NP--Defeat Ridge Manway,35.6068939,-83.669343,1,eBird observation
eBird,2021-04-16 06:30,2021,"Great Smoky Mountains National Park, Gatlinburg US-TN (35.5781,-83.4801)",35.578078,-83.480069,1,eBird observation
eBird,2021-04-17 08:53,2021,"Great Smoky Mountains National Park, Gatlinburg US-TN 35.59595, -83.46021",35.59595,-83.460213,1,eBird observation
eBird,2021-04-19 10:19,2021,"Cherokee National Forest, Benton US-TN 35.07741, -84.55761",35.077413,-84.557608,1,eBird observation
eBird,2021-04-23 20:02,2021,"37714, Caryville US-TN (36.2576,-84.3108)",36.257607,-84.310813,1,eBird observation
eBird,2021-04-24 19:01,2021,"Red Fork Road, Unicoi, Tennessee, US (36.142, -82.29)",36.1416375,-82.2901375,1,eBird observation
eBird,2021-04-25 09:21,2021,North Cumberland WMA--Tower Rd.--Upper Massengale,36.2867066,-84.2943192,1,eBird observation
eBird,2021-04-26 18:22,2021,Cherokee NF--Unaka Mountain Rd.,36.13107,-82.30814,2,eBird observation
eBird,2021-04-28 08:27,2021,Rocky Fork SP,36.0472525,-82.5608028,1,eBird observation
eBird,2021-05-01 09:50,2021,"1642 Ripshin Mountain Road, Roan Mountain, Tennessee, US (36.174, -82.147)",36.1743053,-82.1466492,1,eBird observation
eBird,2021-05-06 19:12,2021,Great Smoky Mountains NP--Newfound Gap (probably not TN),35.6111036,-83.4245147,1,eBird observation
eBird,2021-05-13 10:50,2021,Cumberland Trail SP--Cross Mountain Trailhead,36.2978432,-84.2642049,1,eBird observation
eBird,2021-05-15 19:13,2021,"Sycamore Trail, Tellico Plains, Tennessee, US (35.315, -84.052)",35.3154197,-84.0518936,1,eBird observation
eBird,2021-05-20 14:00,2021,Little Stony Creek Rd,36.2961976,-82.0686484,2,eBird observation
eBird,2021-05-23 16:17,2021,"Bicentennial Greenbelt Park, Maryville US-TN 35.75822, -83.97170",35.758221,-83.971704,1,eBird observation
eBird,2021-06-01 16:32,2021,Big Cove Road,35.315439,-84.0519235,3,eBird observation
eBird,2021-06-02 05:50,2021,Wears Valley,35.7168181,-83.6412308,4,eBird observation
eBird,2021-06-03 10:30,2021,"Fighting Creek Gap Road, Gatlinburg, Tennessee, US (35.671, -83.583)",35.6708928,-83.5831522,1,eBird observation
eBird,2021-06-05 08:00,2021,Cherokee NF--Unaka Mountain,36.1340402,-82.3095525,4,eBird observation
eBird,2021-06-16 13:25,2021,Great Smoky Mountains NP--Ramsey Cascades,35.703,-83.333628,1,eBird observation
eBird,2021-06-20 10:32,2021,"North River Road, Tellico Plains, Tennessee, US (35.326, -84.05)",35.3262871,-84.0498893,1,eBird observation
eBird,2021-07-03 13:30,2021,Twin Arches Loop,36.5442631,-84.7414436,,eBird observation
eBird,2021-07-08 10:39,2021,Great Smoky Mountains NP--Trillium Gap Trail,35.6738477,-83.4494806,1,eBird observation
eBird,2021-07-09 08:16,2021,"Buffalo Mountain Park, Johnson City US-TN 36.26465, -82.35400",36.264651,-82.353999,1,eBird observation
eBird,2021-09-16 10:00,2021,Cherokee NF--Unaka Mountain Rd.,36.13107,-82.30814,1,eBird observation
eBird,2021-09-25 10:16,2021,Doe Mountain Recreation Area,36.4303656,-81.8666109,1,eBird observation
eBird,2021-10-02 21:16,2021,Great Smoky Mountains NP--Ramsey Cascades,35.703,-83.333628,1,eBird observation
eBird,2021-10-13 11:55,2021,"Cherokee National Forest, Roan Mountain US-TN (36.1046,-82.1251)",36.104586,-82.125095,1,eBird observation
eBird,2021-10-23 12:25,2021,"Cherokee National Forest, Mountain City US-TN 36.49617, -81.89022",36.496168,-81.890225,1,eBird observation
eBird,2021-11-10 09:00,2021,Great Smoky Mountains NP--Walker Sisters Home,35.6940053,-83.6302171,1,eBird observation
eBird,2021-12-05 08:34,2021,"Cherokee National Forest, Greeneville US-TN 36.03083, -82.72459",36.030825,-82.724592,2,eBird observation
eBird,2021-12-28 09:08,2021,Great Smoky Mountains NP--Charlie's Bunion Trail,35.6148139,-83.4148979,1,eBird observation
eBird,2022-01-01 10:00,2022,Running Rock,35.7792168,-83.3731629,1,eBird observation
eBird,2022-01-27 16:24,2022,Lone Oak Trail,36.2656203,-82.3604987,1,eBird observation
eBird,2022-02-06 13:33,2022,"Cherokee National Forest, Roan Mountain US-TN 36.23079, -82.02763",36.230789,-82.027629,1,eBird observation
eBird,2022-03-17 16:29,2022,Cherokee NF--Pinnacle Mountain Tower Trail,36.2145307,-82.3585979,1,eBird observation
eBird,2022-03-19,2022,TN--Greene County,36.1061466,-82.8655815,1,eBird observation
eBird,2022-03-20,2022,TN--Lone Pine Gap Rd,35.9601116,-82.8969713,1,eBird observation
eBird,2022-04-06 11:10,2022,Great Smoky Mountains NP--Charlie's Bunion Trail,35.6148139,-83.4148979,1,eBird observation
eBird,2022-04-11 09:24,2022,Cherokee NF--Dry Creek Rd.,36.2354923,-82.3927005,1,eBird observation
eBird,2022-04-15 08:14,2022,Cherokee NF--Flatwoods Rd.,36.4751397,-82.093466,1,eBird observation
eBird,2022-04-19 08:09,2022,Dyer Hollow Rd.,36.2165373,-83.1095179,2,eBird observation
eBird,2022-04-23 09:00,2022,Great Smoky Mountains NP--Snake Den Ridge Trail,35.7420381,-83.2273505,1,eBird observation
eBird,2022-04-24 06:49,2022,North Cumberland WMA--Massengale Mountain,36.28445,-84.29738,1,eBird observation
eBird,2022-05-01 14:10,2022,Great Smoky Mountains NP--Abrams Creek--Rabbit Creek Loop,35.6082983,-83.9342809,1,eBird observation
eBird,2022-05-03 11:05,2022,Great Smoky Mountains NP--Rich Mountain Rd.,35.6245064,-83.8213712,1,eBird observation
eBird,2022-05-04 05:55,2022,"Unaka Mountain Road, Unicoi",36.1351652,-82.3050412,1,eBird observation
eBird,2022-05-10 09:32,2022,Great Smoky Mountains NP--Gregory Bald Trail (TN),35.5312909,-83.8786645,1,eBird observation
eBird,2022-05-15 09:06,2022,Great Smoky Mountains NP--Rich Mountain Rd.,35.6245064,-83.8213712,1,eBird observation
eBird,2022-05-21 06:00,2022,Bluff Mountain,35.8125235,-83.671875,1,eBird observation
eBird,2022-05-22 18:23,2022,Cherokee NF--Unaka Mountain,36.1340402,-82.3095525,1,eBird observation
eBird,2022-05-25 08:50,2022,Cherokee NF--Unaka Mountain,36.1340402,-82.3095525,1,eBird observation
eBird,2022-05-29 08:34,2022,"Cherohala Skyway, Tellico Plains, Tennessee, US (35.346, -84.054)",35.3459187,-84.0541792,3,eBird observation
eBird,2022-06-05 12:30,2022,Cherokee NF--Unaka Mountain Rd.,36.13107,-82.30814,1,eBird observation
eBird,2022-06-06 11:48,2022,Winged Deer Park,36.3909591,-82.3650655,1,eBird observation
eBird,2022-06-08 15:51,2022,"Great Smoky Mountains National Park, Townsend US-TN (35.5688,-83.6892)",35.568822,-83.689217,1,eBird observation
eBird,2022-06-12 20:31,2022,Great Smoky Mountains NP—Mt. Cammerer,35.76329,-83.161975,1,eBird observation
eBird,2022-06-15 10:30,2022,On hwy 421,36.496946,-81.8900942,1,eBird observation
eBird,2022-06-17 10:05,2022,"Cherokee National Forest, Vonore US-TN 35.49806, -84.08507",35.498056,-84.085068,1,eBird observation
eBird,2022-06-18 09:12,2022,Bluff Mountain,35.8125235,-83.671875,1,eBird observation
eBird,2022-06-21 17:41,2022,"218 Red Hill Rd, Andersonville US-TN (36.2103,-84.0463)",36.21029,-84.046266,1,eBird observation
eBird,2022-06-23 10:34,2022,Moffett Laurel,36.151693,-82.175547,2,eBird observation
eBird,2022-06-24 11:00,2022,Marriage Ground Ridge,36.5265833,-81.8877339,6,eBird observation
eBird,2022-07-17 11:36,2022,"Great Smoky Mountains National Park, Cherokee US-NC (35.6139,-83.4170)",35.614966,-83.415739,,eBird observation
eBird,2022-07-18 08:15,2022,Cherokee NF--Panhandle Rd.,36.4475369,-82.0906222,5,eBird observation
eBird,2022-07-23 05:30,2022,Bluff Mountain,35.8125235,-83.671875,1,eBird observation
eBird,2022-09-13 15:45,2022,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,3,eBird observation
eBird,2022-09-17 08:00,2022,Great Smoky Mountains NP--Kuwohi (TN) (formerly Clingman’s Dome),35.563225,-83.4983621,2,eBird observation
eBird,2022-10-09 09:00,2022,Great Smoky Mountains NP--Newfound Gap (probably not TN),35.6111036,-83.4245147,1,eBird observation
eBird,2022-10-12 10:01,2022,"Great Smoky Mountains National Park, Gatlinburg US-TN 35.65312, -83.46430",35.653117,-83.464297,1,eBird observation
eBird,2022-10-22 14:51,2022,"Cherokee National Forest, Del Rio US-TN (35.9288,-82.9011)",35.928835,-82.901149,1,eBird observation
eBird,2022-10-23 07:30,2022,Ripshin Lake,36.173697,-82.1334736,1,eBird observation
eBird,2022-11-24 08:27,2022,"Forge Creek Road, heading SW",35.577789,-83.8400272,1,eBird observation
eBird,2022-12-11 13:33,2022,Alum Cave Trail,35.639344,-83.445607,1,eBird observation
eBird,2023-02-23 16:25,2023,"4818-6310 South Shady Street, Mountain City, Tennessee, US (36.502, -81.879)",36.501731,-81.879344,1,eBird observation
eBird,2023-03-21 10:34,2023,Cut Laurel Gap Rd,36.537793,-81.70473,1,eBird observation
eBird,2023-04-02 08:05,2023,Great Smoky Mountains NP--Little River Trail,35.652383,-83.5696209,1,eBird observation
eBird,2023-04-06 11:50,2023,Laurel Creek Rd,35.637338,-83.721673,1,eBird observation
eBird,2023-04-08 15:55,2023,"Great Smoky Mountains, Gatlinburg US-TN (35.6856,-83.5370)",35.685634,-83.536965,3,eBird observation
eBird,2023-04-09 20:23,2023,"Long Creek Road, Del Rio, Tennessee, US (35.972, -83.03)",35.9719193,-83.030154,1,eBird observation
eBird,2023-04-11 17:35,2023,"Great Smoky Mountains, Gatlinburg US-TN 35.59593, -83.46082",35.595931,-83.46082,1,eBird observation
eBird,2023-04-16 12:17,2023,"667 SR-67, Trade US-TN 36.35307, -81.73653",36.353069,-81.736529,1,eBird observation
eBird,2023-04-19 09:06,2023,Cherokee NF--Dry Creek Rd.,36.2354923,-82.3927005,1,eBird observation
eBird,2023-04-20,2023,Great Smoky Mountains NP--Kuwohi (TN) (formerly Clingman’s Dome),35.563225,-83.4983621,1,eBird observation
eBird,2023-04-21 09:09,2023,Great Smoky Mountains NP--Kuwohi (TN) (formerly Clingman’s Dome),35.563225,-83.4983621,1,eBird observation
eBird,2023-04-22 11:13,2023,"Caryville, Tennessee, US (36.257, -84.306)",36.2573388,-84.3056984,1,eBird observation
eBird,2023-04-23 19:03,2023,"Great Smoky Mountains, Gatlinburg US-TN 35.67432, -83.66136",35.674321,-83.661363,1,eBird observation
eBird,2023-04-26 09:38,2023,Great Smoky Mountains NP--Twin Creeks Trail,35.6852033,-83.4972181,1,eBird observation
eBird,2023-05-01 21:09,2023,Emory River,35.980483,-84.572645,1,eBird observation
eBird,2023-05-05 05:50,2023,McQueens Gap,36.5621674,-81.9560402,1,eBird observation
eBird,2023-05-13 09:17,2023,Cherokee NF--Unaka Mountain Rd.,36.13107,-82.30814,1,eBird observation
eBird,2023-05-19 08:08,2023,GSMNP: Sugarland Mt Tr.,35.605005,-83.476589,1,eBird observation
eBird,2023-06-03 05:24,2023,Scioto Rd.,36.2157633,-82.3061227,1,eBird observation
eBird,2023-06-04 10:41,2023,Great Smoky Mountains NP--Little Greenbrier Trail,35.6994284,-83.6277134,1,eBird observation
eBird,2023-06-06 11:36,2023,Great Smoky Mountains NP--Kuwohi (TN) (formerly Clingman’s Dome),35.563225,-83.4983621,1,eBird observation
eBird,2023-06-16 17:30,2023,Appalachian Trail - Clingmans Dome to Silers Bald,35.563194,-83.5130936,1,eBird observation
eBird,2023-07-19 14:47,2023,GSMNP - AT north of Pecks Corner,35.671378,-83.292345,1,eBird observation
eBird,2023-07-21 09:57,2023,"Roan Mountain--Rocky Outcrop at 36.10597, -82.09545",36.10597,-82.095446,4,eBird observation
eBird,2023-07-24 09:32,2023,Alcoa Duck Pond,35.7909784,-83.9754152,1,eBird observation
eBird,2023-07-25 06:00,2023,Bluff Mountain,35.8125235,-83.671875,1,eBird observation
eBird,2023-08-05 09:00,2023,Bluff Mountain,35.8125235,-83.671875,1,eBird observation
eBird,2023-08-23 08:43,2023,"Cherokee National Forest, Bristol US-TN 36.55215, -81.93197",36.552154,-81.931965,1,eBird observation
eBird,2023-08-26 10:05,2023,"(Iron Mt trail from Hughes Gap (36.1369,-82.1408)",36.136878,-82.140787,1,eBird observation
eBird,2023-09-13 16:22,2023,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,1,eBird observation
eBird,2023-09-30 14:00,2023,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,1,eBird observation
eBird,2023-10-06 08:00,2023,"Benton MacKaye Trail, Tellico Plains, Tennessee, US (35.325, -84.033)",35.3247324,-84.0328423,4,eBird observation
eBird,2023-11-04 10:22,2023,"Indian Grave Gap Trail, Townsend US-TN 35.62380, -83.76995",35.623802,-83.769951,1,eBird observation
eBird,2023-11-16 12:04,2023,"Great Smoky Mountains National Park, Gatlinburg US-TN (35.6373,-83.4253)",35.637327,-83.425344,1,eBird observation
eBird,2024-02-03 12:59,2024,"Stratton Bald Trail, Vonore US-TN 35.37190, -84.00841",35.371901,-84.008407,1,eBird observation
eBird,2024-02-08 11:44,2024,"Government Road, Bristol US-TN 36.58558, -81.94092",36.585581,-81.940921,1,eBird observation
eBird,2024-03-30 08:43,2024,Rocky Fork SP,36.0472525,-82.5608028,1,eBird observation
eBird,2024-03-31 10:13,2024,Great Smoky Mountains NP--Walker Sisters Home,35.6940053,-83.6302171,1,eBird observation
eBird,2024-04-03 11:56,2024,Great Smoky Mountains NP--Walker Sisters Home,35.6940053,-83.6302171,2,eBird observation
eBird,2024-04-07 07:35,2024,"Cut Laurel Gap Road, Laurel Bloomery US-TN 36.53800, -81.70441",36.538,-81.704409,1,eBird observation
eBird,2024-04-21 09:36,2024,Great Smoky Mountains NP--Kuwohi (TN) (formerly Clingman’s Dome),35.563225,-83.4983621,1,eBird observation
eBird,2024-04-24 08:32,2024,Yard List - Piney Grove Road,36.217317,-82.225083,1,eBird observation
